5.000000000000000104e-03 7.015863926650665938e+00 1.000000000000000000e+00
1.000000000000000021e-02 7.011389131768732241e+00 1.000000000000000000e+00
1.499999999999999944e-02 7.003957271160513365e+00 1.000000000000000000e+00
2.000000000000000042e-02 6.993561389315742893e+00 1.000000000000000000e+00
2.500000000000000139e-02 6.980192745567495471e+00 1.000000000000000000e+00
2.999999999999999889e-02 6.963840391932912155e+00 1.000000000000000000e+00
3.500000000000000333e-02 6.944491973213692937e+00 1.000000000000000000e+00
4.000000000000000083e-02 6.922134022699176548e+00 1.000000000000000000e+00
4.499999999999999833e-02 6.896752841585075622e+00 1.000000000000000000e+00
5.000000000000000278e-02 6.868335811843174099e+00 1.000000000000000000e+00
5.500000000000000028e-02 6.836871850352475910e+00 1.000000000000000000e+00
5.999999999999999778e-02 6.802354113977970407e+00 1.000000000000000000e+00
6.500000000000000222e-02 6.764781811900084207e+00 1.000000000000000000e+00
7.000000000000000666e-02 6.724163059476738979e+00 1.000000000000000000e+00
7.499999999999999722e-02 6.680518771447358617e+00 1.000000000000000000e+00
8.000000000000000167e-02 6.633887950137776102e+00 1.000000000000000000e+00
8.500000000000000611e-02 6.584333392208526092e+00 1.000000000000000000e+00
8.999999999999999667e-02 6.531950657074459876e+00 1.000000000000000000e+00
9.500000000000000111e-02 6.476877270037710410e+00 1.000000000000000000e+00
1.000000000000000056e-01 6.419305953227340211e+00 1.000000000000000000e+00
1.049999999999999961e-01 6.359497474355513269e+00 1.000000000000000000e+00
1.100000000000000006e-01 6.297798363522597143e+00 1.000000000000000000e+00
1.150000000000000050e-01 6.234656817153188868e+00 1.000000000000000000e+00
1.199999999999999956e-01 6.170637015573694484e+00 1.000000000000000000e+00
1.250000000000000000e-01 6.106429300170380436e+00 1.000000000000000000e+00
1.300000000000000044e-01 6.042846163046414532e+00 1.000000000000000000e+00
1.350000000000000089e-01 5.980801919021463853e+00 1.000000000000000000e+00
1.400000000000000133e-01 5.921265664810477780e+00 1.000000000000000000e+00
1.449999999999999900e-01 5.865187995729820969e+00 1.000000000000000000e+00
1.499999999999999944e-01 5.813403029674193867e+00 1.000000000000000000e+00
1.549999999999999989e-01 5.766525933298102480e+00 1.000000000000000000e+00
1.600000000000000033e-01 5.724865376674559414e+00 1.000000000000000000e+00
1.650000000000000078e-01 5.688378355695768995e+00 1.000000000000000000e+00
1.700000000000000122e-01 5.656682680124908380e+00 1.000000000000000000e+00
1.749999999999999889e-01 5.629119858097480389e+00 1.000000000000000000e+00
1.799999999999999933e-01 5.604853157728660662e+00 1.000000000000000000e+00
1.849999999999999978e-01 5.582973460350037165e+00 1.000000000000000000e+00
1.900000000000000022e-01 5.562590963562628055e+00 1.000000000000000000e+00
1.950000000000000067e-01 5.542901351673753751e+00 1.000000000000000000e+00
2.000000000000000111e-01 5.523225204617238759e+00 1.000000000000000000e+00
2.049999999999999878e-01 5.503022549681098496e+00 1.000000000000000000e+00
2.099999999999999922e-01 5.481893850475136887e+00 1.000000000000000000e+00
2.149999999999999967e-01 5.459569144655281647e+00 1.000000000000000000e+00
2.200000000000000011e-01 5.435894099945597802e+00 1.000000000000000000e+00
2.250000000000000056e-01 5.410814269992198611e+00 1.000000000000000000e+00
2.300000000000000100e-01 5.384359533271291909e+00 1.000000000000000000e+00
2.349999999999999867e-01 5.356629878183909454e+00 1.000000000000000000e+00
2.399999999999999911e-01 5.327781786806307984e+00 1.000000000000000000e+00
2.449999999999999956e-01 5.298016711208235918e+00 1.000000000000000000e+00
2.500000000000000000e-01 5.267568054310525660e+00 1.000000000000000000e+00
2.550000000000000044e-01 5.236690280277088938e+00 1.000000000000000000e+00
2.600000000000000089e-01 5.205646895265990004e+00 1.000000000000000000e+00
2.650000000000000133e-01 5.174698575674766765e+00 1.000000000000000000e+00
2.700000000000000178e-01 5.144093669099826016e+00 1.000000000000000000e+00
2.750000000000000222e-01 5.114057418822684831e+00 1.000000000000000000e+00
2.800000000000000266e-01 5.084784603132492364e+00 1.000000000000000000e+00
2.849999999999999756e-01 5.056433242758830104e+00 1.000000000000000000e+00
2.899999999999999800e-01 5.029123118889667232e+00 1.000000000000000000e+00
2.949999999999999845e-01 5.002934158300814005e+00 1.000000000000000000e+00
2.999999999999999889e-01 4.977910076662141137e+00 1.000000000000000000e+00
